,Количество лайков,Количество треков,Количество альбомов,Жанры,Страница Википедии
The Handsome Family,18285,150,19,"['rock', 'alternative', 'country']",http://en.wikipedia.org/wiki/The Handsome Family
tobyMac,2283,235,40,"['pop', 'holiday']",http://en.wikipedia.org/wiki/TobyMac
How to Destroy Angels,1812,23,3,['electronics'],http://en.wikipedia.org/wiki/How to Destroy Angels (band)
Ibrahim Ferrer,435,169,6,"['folk', 'latinfolk', 'jazz']",http://en.wikipedia.org/wiki/Ibrahim Ferrer
Étienne de Crécy,25774,214,46,"['house', 'electronics', 'alternative']",http://en.wikipedia.org/wiki/Étienne de Crécy
Duncan Sheik,33,110,17,"['pop', 'foreignbard', 'folkrock']",http://en.wikipedia.org/wiki/Duncan Sheik
Sixx:A.M.,21684,66,12,['hardrock'],http://en.wikipedia.org/wiki/Sixx:A.M.
Ron Sexsmith,57,79,10,"['rock', 'pop', 'alternative']",http://en.wikipedia.org/wiki/Ron Sexsmith
Harry Chapin,193,176,24,"['rock', 'pop', 'allrock']",http://en.wikipedia.org/wiki/Harry Chapin
Sick of It All,6803,107,8,['hardcore'],http://en.wikipedia.org/wiki/Sick of It All
Dead Man’s Bones,10149,13,1,['alternative'],http://en.wikipedia.org/wiki/Dead Man's Bones
The Juan MacLean,142,62,12,"['pop', 'dance', 'electronics']",http://en.wikipedia.org/wiki/The Juan MacLean
XXYYXX,61611,29,14,['bassgenre'],http://en.wikipedia.org/wiki/XXYYXX
Lara Fabian,79875,238,30,"['pop', 'estrada', 'films']",http://en.wikipedia.org/wiki/Lara Fabian
Pac Div,32,64,7,['rap'],http://en.wikipedia.org/wiki/Pac Div
Brian Wilson,229,221,16,"['pop', 'modern', 'rock']",http://en.wikipedia.org/wiki/Brian Wilson
Horace Andy,5428,816,111,"['reggae', 'dub', 'folk']",http://en.wikipedia.org/wiki/Horace Andy
Brian Tyler,3878,1239,55,"['films', 'soundtrack', 'videogame']",http://en.wikipedia.org/wiki/Brian Tyler
Shayne Ward,770,70,8,"['pop', 'dance', 'folk']",http://en.wikipedia.org/wiki/Shayne Ward
Andrés Calamaro,82,545,48,"['pop', 'rock', 'latinfolk']",http://en.wikipedia.org/wiki/Andrés Calamaro
Nick Mulvey,435,42,16,['foreignbard'],http://en.wikipedia.org/wiki/Nick Mulvey
Kinobe,482,54,10,['lounge'],http://en.wikipedia.org/wiki/Kinobe
Brendan Benson,491,56,8,"['rock', 'alternative', 'pop']",http://en.wikipedia.org/wiki/Brendan Benson
Kungs,64777,50,14,"['dance', 'electronics', 'foreignbard']",http://en.wikipedia.org/wiki/Kungs
Tove Styrke,734,64,2,"['pop', 'rock', 'electronics']",http://en.wikipedia.org/wiki/Tove Styrke
Pete Townshend,464,254,14,['rock'],http://en.wikipedia.org/wiki/Pete Townshend
Covenant,1920,126,20,"['electronics', 'folk', 'pop']",http://en.wikipedia.org/wiki/Covenant (band)
Brisco,16,224,35,"['rap', 'ska', 'folk']",http://en.wikipedia.org/wiki/Brisco (rapper)
Tiffany,241,276,67,"['pop', 'rock', 'holiday']",http://en.wikipedia.org/wiki/Tiffany Darwish
In Fear and Faith,2056,43,7,['posthardcore'],http://en.wikipedia.org/wiki/In Fear and Faith
YoungBloodZ,1286,122,9,"['rap', 'foreignrap', 'pop']",http://en.wikipedia.org/wiki/YoungBloodZ
Go West,0,0,0,[],
Penguin Prison,1249,69,17,"['electronics', 'alternative', 'pop']",http://en.wikipedia.org/wiki/Penguin Prison
Butterfly Boucher,125,45,10,"['alternative', 'pop', 'foreignbard']",http://en.wikipedia.org/wiki/Butterfly Boucher
Madsen,295,78,5,"['rock', 'pop', 'indie']",http://en.wikipedia.org/wiki/Madsen (band)
The Be Good Tanyas,415,46,8,"['folk', 'rock']",http://en.wikipedia.org/wiki/The Be Good Tanyas
Gov’t Mule,2494,334,27,"['rock', 'blues', 'hardrock']",http://en.wikipedia.org/wiki/Gov't Mule
The Highwaymen,780,245,22,"['folk', 'country', 'pop']",http://en.wikipedia.org/wiki/The Highwaymen (folk band)
Miles Davis Quintet,1015,364,76,"['jazz', 'rnb', 'pop']",http://en.wikipedia.org/wiki/Miles Davis Quintet
Blu,143,569,73,"['rap', 'foreignrap', 'funk']",http://en.wikipedia.org/wiki/Blu (rapper)
The Sunshine Underground,230,61,14,"['rock', 'alternative', 'electronics']",http://en.wikipedia.org/wiki/The Sunshine Underground
Heartless Bastards,217,26,2,['rock'],
The Exploited,36151,147,24,"['rock', 'punk']",http://en.wikipedia.org/wiki/The Exploited
Gabin,3748,145,13,['lounge'],http://en.wikipedia.org/wiki/Gabin (Italian band)
Mum,114,39,12,"['electronics', 'rap', 'classical']",
It Dies Today,400,23,2,"['rock', 'metal']",http://en.wikipedia.org/wiki/It Dies Today
Djavan,333,281,15,"['latinfolk', 'pop', 'folk']",http://en.wikipedia.org/wiki/Djavan
Jazzamor,2837,134,23,['lounge'],http://en.wikipedia.org/wiki/Jazzamor
Secret Machines,70,43,9,"['alternative', 'rock', 'punk']",http://en.wikipedia.org/wiki/Secret Machines
Lumen,1038344,203,29,['alternative'],http://en.wikipedia.org/wiki/Lumen (band)
Кино,5473730,109,15,['rusrock'],http://en.wikipedia.org/wiki/Kino (band)
Raheem DeVaughn,983,262,31,"['rnb', 'rap', 'soul']",http://en.wikipedia.org/wiki/Raheem DeVaughn
Vavamuffin,46,13,2,['reggae'],http://en.wikipedia.org/wiki/Vavamuffin
Little Man Tate,71,32,6,"['alternative', 'pop', 'rock']",http://en.wikipedia.org/wiki/Little Man Tate (band)
La Dispute,4778,85,13,['posthardcore'],http://en.wikipedia.org/wiki/La Dispute (band)
Dane Cook,6,7,1,[],http://en.wikipedia.org/wiki/Dane Cook
The Pierces,59563,77,10,['indie'],http://en.wikipedia.org/wiki/The Pierces
Kyau & Albert,48919,251,82,"['trance', 'electronics', 'dance']",http://en.wikipedia.org/wiki/Kyau & Albert
Sido,2272,470,52,"['rap', 'foreignrap', 'pop']",
The Wonder Years,5124,90,13,['punk'],http://en.wikipedia.org/wiki/The Wonder Years (band)
Joan Armatrading,232,242,36,"['pop', 'rock', 'blues']",http://en.wikipedia.org/wiki/Joan Armatrading
Leo Sayer,735,240,25,"['pop', 'rock', 'dance']",http://en.wikipedia.org/wiki/Leo Sayer
Alejandro Fernández,359,167,33,"['pop', 'latinfolk', 'house']",http://en.wikipedia.org/wiki/Alejandro Fernández
Jay Electronica,263,39,7,"['rap', 'pop', 'rnb']",http://en.wikipedia.org/wiki/Jay Electronica
Hitmaka,12,32,9,"['soul', 'rap', 'foreignrap']",http://en.wikipedia.org/wiki/Hitmaka
Mia Žnidarič,0,60,6,"['jazz', 'pop']",http://en.wikipedia.org/wiki/Mia Žnidarič
MIA,253545,53,31,['ruspop'],http://en.wikipedia.org/wiki/Mia Boyka
Smoke DZA,847,479,71,"['rap', 'rnb', 'foreignrap']",http://en.wikipedia.org/wiki/Smoke DZA
Billy Paul,26699,132,9,"['rnb', 'funk', 'soul']",http://en.wikipedia.org/wiki/Billy Paul
Sarah Connor,7807,209,30,"['pop', 'rap', 'booksnotinrussian']",http://en.wikipedia.org/wiki/Sarah Connor (singer)
If These Trees Could Talk,111242,25,3,"['postrock', 'metal']",http://en.wikipedia.org/wiki/If These Trees Could Talk
Jim Reeves,233,902,217,"['country', 'pop', 'holiday']",http://en.wikipedia.org/wiki/Jim Reeves
Kalmah,6294,75,8,['deathmetal'],http://en.wikipedia.org/wiki/Kalmah
Luis Miguel,1936,312,42,"['pop', 'latinfolk', 'children']",http://en.wikipedia.org/wiki/Luis Miguel
Lemaitre,5638,84,26,"['electronics', 'dance', 'house']",http://en.wikipedia.org/wiki/Lemaitre (band)
Laurent Garnier,968,66,12,"['electronics', 'rock', 'films']",http://en.wikipedia.org/wiki/Laurent Garnier
The Twilight Sad,635,2,0,[],http://en.wikipedia.org/wiki/The Twilight Sad
Kate Havnevik,183,28,3,"['alternative', 'foreignrap']",http://en.wikipedia.org/wiki/Kate Havnevik
New Boyz,253,59,11,"['rap', 'pop', 'soul']",
Delays,57,62,11,"['alternative', 'electronics', 'rock']",http://en.wikipedia.org/wiki/Delays
The Whispers,4843,261,33,"['rnb', 'pop', 'soul']",http://en.wikipedia.org/wiki/The Whispers
Mauro Picotto,485,331,90,['trance'],http://en.wikipedia.org/wiki/Mauro Picotto
Reverend and The Makers,259,56,4,"['rock', 'pop', 'electronics']",http://en.wikipedia.org/wiki/Reverend and the Makers
Dwight Yoakam,182,252,35,['country'],http://en.wikipedia.org/wiki/Dwight Yoakam
Great White,2179,213,28,"['hardrock', 'rock']",http://en.wikipedia.org/wiki/Great White
Hayley Westenra,867,159,12,"['pop', 'classical', 'holiday']",http://en.wikipedia.org/wiki/Hayley Westenra
Dr. Octagon,146,57,4,['rap'],http://en.wikipedia.org/wiki/Kool Keith
The Bar‐Kays,961,174,19,"['rnb', 'soul', 'jazz']",http://en.wikipedia.org/wiki/Bar-Kays
Banco de Gaia,2138,115,31,['newage'],http://en.wikipedia.org/wiki/Banco de Gaia
Andain,1705,15,7,"['electronics', 'trance', 'dubstep']",http://en.wikipedia.org/wiki/Andain
Sam Adams,6,49,8,"['rap', 'alternative', 'folk']",http://en.wikipedia.org/wiki/Sammy Adams
Mohombi,17173,116,46,"['pop', 'dance', 'folk']",http://en.wikipedia.org/wiki/Mohombi
Pati Yang,482,45,5,"['pop', 'relax', 'house']",http://en.wikipedia.org/wiki/Pati Yang
Ignite,1743,68,2,"['hardcore', 'hardrock', 'pop']",http://en.wikipedia.org/wiki/Ignite (band)
The Jon Spencer Blues Explosion,3290,218,10,"['alternative', 'blues']",http://en.wikipedia.org/wiki/Jon Spencer Blues Explosion
Darkthrone,8455,182,25,['blackmetal'],http://en.wikipedia.org/wiki/Darkthrone
Dwele,384,126,9,"['pop', 'rap', 'rnb']",http://en.wikipedia.org/wiki/Dwele
Bunny Wailer,602,50,6,"['reggae', 'folk', 'foreignrap']",http://en.wikipedia.org/wiki/Bunny Wailer
Dan Fogelberg,87,65,3,"['pop', 'rock', 'folk']",http://en.wikipedia.org/wiki/Dan Fogelberg
Andrew Belle,109210,68,18,['foreignbard'],http://en.wikipedia.org/wiki/Andrew Belle
Milk Inc.,1710,124,18,"['trance', 'dance', 'pop']",http://en.wikipedia.org/wiki/Milk Inc.
Erin McCarley,207,46,16,"['foreignbard', 'alternative', 'pop']",http://en.wikipedia.org/wiki/Erin McCarley
face to face,0,0,0,[],
The Low Anthem,25,41,4,['amerfolk'],http://en.wikipedia.org/wiki/The Low Anthem
Face to Face,0,0,0,[],
Kid Sister,53,22,5,"['dance', 'rap', 'soul']",http://en.wikipedia.org/wiki/Kid Sister
Gretchen Wilson,184,99,20,"['country', 'holiday', 'rock']",http://en.wikipedia.org/wiki/Gretchen Wilson
The Jayhawks,78,208,11,"['rock', 'alternative', 'pop']",http://en.wikipedia.org/wiki/The Jayhawks
Ambulance LTD,35,19,3,"['rock', 'pop']",http://en.wikipedia.org/wiki/Ambulance LTD
Jennifer Paige,640,47,9,"['pop', 'holiday', 'dance']",http://en.wikipedia.org/wiki/Jennifer Paige
Neurosis,1940,104,13,['postmetal'],http://en.wikipedia.org/wiki/Neurosis (band)
Rizzle Kicks,586,61,13,"['pop', 'rap', 'rnb']",http://en.wikipedia.org/wiki/Rizzle Kicks
Jorja Smith,40824,81,24,"['rnb', 'rap', 'soul']",http://en.wikipedia.org/wiki/Jorja Smith
The Housemartins,118,36,5,"['pop', 'rock']",http://en.wikipedia.org/wiki/The Housemartins
Dominik Eulberg,432,125,32,['electronics'],
Isbells,30,3,1,['pop'],
Adriano Celentano,524905,591,186,['estrada'],http://en.wikipedia.org/wiki/Adriano Celentano
Rickie Lee Jones,108,157,17,"['pop', 'rock', 'jazz']",http://en.wikipedia.org/wiki/Rickie Lee Jones
London Elektricity,13814,281,52,['dnb'],
Photek,616,73,14,['dnb'],http://en.wikipedia.org/wiki/Photek
Thurston Moore,1417,167,30,"['alternative', 'rock', 'experimental']",http://en.wikipedia.org/wiki/Thurston Moore
Youngblood Hawke,954,26,9,['indie'],http://en.wikipedia.org/wiki/Youngblood Hawke (band)
Chelsea Wolfe,7130,132,18,['indie'],http://en.wikipedia.org/wiki/Chelsea Wolfe
Trisha Yearwood,627,201,23,"['country', 'holiday', 'classical']",http://en.wikipedia.org/wiki/Trisha Yearwood
Nine Black Alps,174,41,4,"['rock', 'alternative']",http://en.wikipedia.org/wiki/Nine Black Alps
Prāta Vētra,84023,281,48,"['pop', 'allrock', 'rusrock']",http://en.wikipedia.org/wiki/Brainstorm (Latvian band)
Brainstorm,84023,281,48,"['pop', 'allrock', 'rusrock']",http://en.wikipedia.org/wiki/Brainstorm (Latvian band)
David Sylvian,1820,182,24,"['alternative', 'pop', 'experimental']",http://en.wikipedia.org/wiki/David Sylvian
Lisa Miskovsky,854,79,14,"['pop', 'rock', 'foreignbard']",http://en.wikipedia.org/wiki/Lisa Miskovsky
Céu,943,135,18,"['latinfolk', 'pop', 'folk']",http://en.wikipedia.org/wiki/Céu
Other Lives,969,14,3,"['alternative', 'electronics', 'folkrock']",http://en.wikipedia.org/wiki/Other Lives (band)
Anja Garbarek,339,55,5,"['relax', 'pop', 'experimental']",http://en.wikipedia.org/wiki/Anja Garbarek
The Quantic Soul Orchestra,250,69,12,"['rnb', 'foreignrap', 'soul']",
Donots,161,173,12,"['rock', 'punk']",http://en.wikipedia.org/wiki/Donots
Me’Shell NdegéOcello,1282,198,20,"['rnb', 'jazz', 'alternative']",http://en.wikipedia.org/wiki/Meshell Ndegeocello
Casiotone for the Painfully Alone,273,98,11,"['pop', 'alternative', 'electronics']",http://en.wikipedia.org/wiki/Casiotone for the Painfully Alone
John Mayall,14751,678,69,"['blues', 'rock', 'pop']",http://en.wikipedia.org/wiki/John Mayall
Pretty Girls Make Graves,0,0,0,[],
King Diamond,5157,181,20,['classicmetal'],http://en.wikipedia.org/wiki/King Diamond (band)
Michael Gray,1487,211,51,"['dance', 'electronics', 'house']",http://en.wikipedia.org/wiki/Michael Gray (DJ)
The Delfonics,368,158,20,"['rnb', 'soul', 'pop']",http://en.wikipedia.org/wiki/The Delfonics
Girlicious,25,26,2,['pop'],http://en.wikipedia.org/wiki/Girlicious
Pat Boone,12186,1529,242,"['pop', 'rock', 'rnr']",http://en.wikipedia.org/wiki/Pat Boone
Kevin Devine,64,236,48,['foreignbard'],http://en.wikipedia.org/wiki/Kevin Devine
Dirty South,1698,151,39,"['dance', 'electronics', 'rap']",http://en.wikipedia.org/wiki/Dirty South (musician)
LANY,5442,78,12,['indie'],http://en.wikipedia.org/wiki/LANY
Teddy Pendergrass,1634,208,20,"['rnb', 'soul', 'pop']",http://en.wikipedia.org/wiki/Teddy Pendergrass
GIVERS,37,34,8,['indie'],http://en.wikipedia.org/wiki/Givers
Good Old War,56,66,14,['indie'],http://en.wikipedia.org/wiki/Good Old War
Telekinesis,1607,59,17,"['electronics', 'dnb']",
Clarence Carter,302,191,32,"['rnb', 'soul', 'blues']",http://en.wikipedia.org/wiki/Clarence Carter
POND,1257,45,5,"['rock', 'alternative', 'indie']",http://en.wikipedia.org/wiki/Pond (Australian band)
Pond,1257,45,5,"['rock', 'alternative', 'indie']",http://en.wikipedia.org/wiki/Pond (Australian band)
Prince Royce,7885,136,10,['latinfolk'],http://en.wikipedia.org/wiki/Prince Royce
Das EFX,1178,98,9,"['rap', 'rnb']",http://en.wikipedia.org/wiki/Das EFX
Charlie Brown Jr.,70,189,21,"['rock', 'pop', 'electronics']",http://en.wikipedia.org/wiki/Charlie Brown Jr.
Ledisi,561,154,15,"['rnb', 'jazz', 'soundtrack']",http://en.wikipedia.org/wiki/Ledisi
Girls’ Generation,14924,160,20,['kpop'],http://en.wikipedia.org/wiki/Girls' Generation
Nickel Creek,84,59,7,"['pop', 'foreignbard', 'country']",http://en.wikipedia.org/wiki/Nickel Creek
Agnostic Front,174777,140,11,['hardcore'],http://en.wikipedia.org/wiki/Agnostic Front
Mario Winans,644,53,9,"['pop', 'rnb', 'foreignrap']",http://en.wikipedia.org/wiki/Mario Winans
The Dears,150,36,12,"['rock', 'holiday', 'alternative']",http://en.wikipedia.org/wiki/The Dears
Carlos Vives,710,211,14,"['latinfolk', 'pop']",http://en.wikipedia.org/wiki/Carlos Vives
Frankie J,78,162,49,"['pop', 'latinfolk', 'rap']",http://en.wikipedia.org/wiki/Frankie J
Gerry & The Pacemakers,481,217,44,"['pop', 'rock', 'rnr']",http://en.wikipedia.org/wiki/Gerry and the Pacemakers
Tracy Lawrence,55,203,28,['country'],http://en.wikipedia.org/wiki/Tracy Lawrence
Bang Gang,625,54,9,"['indie', 'lounge']",http://en.wikipedia.org/wiki/Bang Gang
Infernal,1709,129,41,"['dance', 'pop', 'trance']",http://en.wikipedia.org/wiki/Infernal (Danish band)
Lil Twist,0,3,2,"['rap', 'african']",
T‐Bone Walker,1854,685,160,"['blues', 'pop', 'jazz']",http://en.wikipedia.org/wiki/T-Bone Walker
Conor Maynard,4132,117,57,"['pop', 'dance', 'rap']",http://en.wikipedia.org/wiki/Conor Maynard
Zwan,57,10,3,"['electronics', 'house']",http://en.wikipedia.org/wiki/Zwan
Jack Garratt,1867,48,12,['indie'],http://en.wikipedia.org/wiki/Jack Garratt
Circle Jerks,1153,56,5,"['punk', 'hardcore']",http://en.wikipedia.org/wiki/Circle Jerks
21 Savage,373864,235,36,['foreignrap'],http://en.wikipedia.org/wiki/21 Savage
Al Di Meola,1865,296,22,"['jazz', 'rock', 'pop']",http://en.wikipedia.org/wiki/Al Di Meola
FIDLAR,3075,5,3,['punk'],http://en.wikipedia.org/wiki/Fidlar
Sheena Easton,159,161,22,"['pop', 'foreignbard', 'rock']",http://en.wikipedia.org/wiki/Sheena Easton
Bert Jansch,229,199,21,"['folk', 'pop', 'folkrock']",http://en.wikipedia.org/wiki/Bert Jansch
Magazine,1534,84,17,"['pop', 'alternative', 'prog']",http://en.wikipedia.org/wiki/Magazine (band)
Saul Williams,12416,133,11,"['rap', 'classical']",http://en.wikipedia.org/wiki/Saul Williams
Message to Bears,1486,42,7,"['electronics', 'newage', 'folk']",
SNoW,1208,105,14,"['pop', 'reggae', 'rap']",http://en.wikipedia.org/wiki/Snow (musician)
Snow,1208,105,14,"['pop', 'reggae', 'rap']",http://en.wikipedia.org/wiki/Snow (musician)
Roni Size,1157,114,9,['dnb'],http://en.wikipedia.org/wiki/Roni Size
Deicide,5411,109,14,['deathmetal'],http://en.wikipedia.org/wiki/Deicide (band)
Amanda Palmer,1702,153,33,"['alternative', 'rock', 'pop']",http://en.wikipedia.org/wiki/Amanda Palmer
Petit Biscuit,14933,74,21,"['electronics', 'dance', 'pop']",http://en.wikipedia.org/wiki/Petit Biscuit
Hauschka,4910,390,21,"['soundtrack', 'films', 'electronics']",http://en.wikipedia.org/wiki/Hauschka
David Arnold,1894,349,23,"['soundtrack', 'classical', 'films']",http://en.wikipedia.org/wiki/David Arnold
Ron Pope,7220,211,58,['foreignbard'],http://en.wikipedia.org/wiki/Ron Pope
Joe Henderson,354,436,69,"['jazz', 'pop', 'tradjazz']",http://en.wikipedia.org/wiki/Joe Henderson (gospel singer)
Oliver Heldens,20065,105,50,[],http://en.wikipedia.org/wiki/Oliver Heldens
The Bad Plus,1733,129,8,['conjazz'],http://en.wikipedia.org/wiki/The Bad Plus
CAMOUFLAGE,3842,127,14,"['pop', 'electronics']",http://en.wikipedia.org/wiki/Camouflage (band)
Camouflage,3842,127,14,"['pop', 'electronics']",http://en.wikipedia.org/wiki/Camouflage (band)
Jarvis Cocker,581,89,11,"['alternative', 'electronics', 'pop']",http://en.wikipedia.org/wiki/Jarvis Cocker
Rachel Stevens,50,14,2,['pop'],http://en.wikipedia.org/wiki/Rachel Stevens
Tiziano Ferro,2389,196,20,"['pop', 'dance', 'rap']",http://en.wikipedia.org/wiki/Tiziano Ferro
Fightstar,466,50,5,['posthardcore'],http://en.wikipedia.org/wiki/Fightstar
Blindside,868,31,6,"['rock', 'alternative']",http://en.wikipedia.org/wiki/Blindside (band)
The Baseballs,147463,116,17,"['pop', 'rnr', 'rock']",http://en.wikipedia.org/wiki/The Baseballs
Betty Who,1192,59,8,"['pop', 'electronics', 'holiday']",http://en.wikipedia.org/wiki/Betty Who
Michael McDonald,273,258,31,"['rock', 'pop', 'alternative']",http://en.wikipedia.org/wiki/Michael McDonald (musician)
Clay Walker,60,124,17,"['country', 'pop', 'holiday']",http://en.wikipedia.org/wiki/Clay Walker
Shitdisco,311,26,6,['rock'],http://en.wikipedia.org/wiki/Shitdisco
Miniature Tigers,121,47,6,['indie'],http://en.wikipedia.org/wiki/Miniature Tigers
Stephen Lynch,56,95,6,[],http://en.wikipedia.org/wiki/Stephen Lynch (musician)
The Last Goodnight,100,15,4,"['pop', 'rock']",http://en.wikipedia.org/wiki/The Last Goodnight
State Radio,33,137,17,"['alternative', 'rock', 'pop']",http://en.wikipedia.org/wiki/State Radio
Rachel Portman,448,306,19,"['soundtrack', 'films', 'classical']",http://en.wikipedia.org/wiki/Rachel Portman
Real McCoy,794,32,1,"['pop', 'rap']",http://en.wikipedia.org/wiki/Real McCoy (band)
Chad VanGaalen,1706,99,9,"['rock', 'alternative', 'indie']",http://en.wikipedia.org/wiki/Chad VanGaalen
Arlo Guthrie,77,421,31,"['folk', 'country', 'pop']",http://en.wikipedia.org/wiki/Arlo Guthrie
Keb’ Mo’,35035,246,14,"['blues', 'pop', 'holiday']",http://en.wikipedia.org/wiki/Keb' Mo'
Dry the River,203,10,0,"['indie', 'folkrock']",http://en.wikipedia.org/wiki/Dry the River
Maria Bethânia,111,730,54,"['folk', 'latinfolk', 'pop']",http://en.wikipedia.org/wiki/Maria Bethânia
Tracy Byrd,128,82,9,"['country', 'rap', 'pop']",http://en.wikipedia.org/wiki/Tracy Byrd
Art Blakey,2518,2432,279,['bebopgenre'],http://en.wikipedia.org/wiki/Art Blakey
The Chiffons,90,84,8,"['rnb', 'pop', 'rock']",http://en.wikipedia.org/wiki/The Chiffons
2NE1,67440,40,10,['kpop'],http://en.wikipedia.org/wiki/2NE1
Confide,1233,38,3,['metalcoregenre'],http://en.wikipedia.org/wiki/Confide (band)
Baha Men,667,76,8,"['pop', 'folk', 'reggae']",http://en.wikipedia.org/wiki/Baha Men
Мумий Тролль,2216349,345,58,['rusrock'],http://en.wikipedia.org/wiki/Mumiy Troll
Submersed,1156,24,2,"['alternative', 'rock']",http://en.wikipedia.org/wiki/Submersed
DJ Quik,647,206,10,['rap'],http://en.wikipedia.org/wiki/DJ Quik
Stéphane Pompougnac,377,52,8,['lounge'],http://en.wikipedia.org/wiki/Stéphane Pompougnac
Demons & Wizards,1698,37,0,['epicmetal'],http://en.wikipedia.org/wiki/Demons & Wizards (band)
Marc Broussard,68,155,22,"['rock', 'rnb', 'foreignbard']",http://en.wikipedia.org/wiki/Marc Broussard
Electronic,301,93,39,"['electronics', 'rap']",http://en.wikipedia.org/wiki/Electronic (band)
Bloodbath,2739,63,6,['deathmetal'],http://en.wikipedia.org/wiki/Bloodbath
Jefferson Starship,392,170,21,"['rock', 'allrock', 'pop']",http://en.wikipedia.org/wiki/Jefferson Starship
Aphrodite,48681,24,9,['dnb'],http://en.wikipedia.org/wiki/Aphrodite (musician)
Sir Sly,6547,55,14,['indie'],http://en.wikipedia.org/wiki/Sir Sly
The Veils,1275,79,13,"['alternative', 'rock']",http://en.wikipedia.org/wiki/The Veils
Case,3,3,3,"['foreignrap', 'rap']",http://www.wikidata.org/wiki/q113734069
Candi Staton,532,192,31,"['dance', 'pop', 'soul']",http://en.wikipedia.org/wiki/Candi Staton
Jonny Lang,14324,109,9,"['blues', 'pop', 'rock']",http://en.wikipedia.org/wiki/Jonny Lang
Roll Deep,343,86,14,"['dubstep', 'rap', 'electronics']",http://en.wikipedia.org/wiki/Roll Deep
Cibo Matto,124,47,5,"['rock', 'alternative', 'pop']",http://en.wikipedia.org/wiki/Cibo Matto
Young MC,491,93,14,"['rap', 'foreignrap', 'electronics']",http://en.wikipedia.org/wiki/Young MC
Naked Eyes,137,46,8,"['rock', 'pop', 'electronics']",http://en.wikipedia.org/wiki/Naked Eyes
Aquilo,8587,74,21,['indie'],http://en.wikipedia.org/wiki/Aquilo (band)
Belly,2651,145,25,"['rap', 'foreignrap', 'folk']",http://en.wikipedia.org/wiki/Belly (rapper)
Chad Kroeger,4092,20,2,['rock'],http://en.wikipedia.org/wiki/Chad Kroeger
Black Sun Empire,72468,199,39,['dnb'],http://en.wikipedia.org/wiki/Black Sun Empire
Styles of Beyond,16847,88,7,"['rap', 'dnb']",http://en.wikipedia.org/wiki/Styles of Beyond
Dżem,60,212,35,"['pop', 'blues', 'rock']",http://en.wikipedia.org/wiki/Dżem
The Juliana Theory,89,60,8,"['rock', 'pop', 'alternative']",http://en.wikipedia.org/wiki/The Juliana Theory
Trampled by Turtles,93,109,15,"['rock', 'folk', 'country']",http://en.wikipedia.org/wiki/Trampled by Turtles
As Blood Runs Black,2304,10,1,['metalcoregenre'],http://en.wikipedia.org/wiki/As Blood Runs Black
Rx Bandits,103,78,6,"['alternative', 'rock', 'reggae']",http://en.wikipedia.org/wiki/Rx Bandits
The Ghost Inside,19622,48,5,['metalcoregenre'],http://en.wikipedia.org/wiki/The Ghost Inside (band)
Nostalgia 77,620,191,31,"['rnb', 'jazz', 'dub']",
Bathory,6065,10,0,['blackmetal'],http://en.wikipedia.org/wiki/Bathory (band)
Duane Eddy,22009,1063,204,[],http://en.wikipedia.org/wiki/Duane Eddy
μ‐Ziq,1329,283,27,['idmgenre'],
Tito Puente,212,2002,341,[],
IVY,122,295,97,"['pop', 'rap', 'alternative']",http://en.wikipedia.org/wiki/Ivy (band)
Ivy,122,295,97,"['pop', 'rap', 'alternative']",http://en.wikipedia.org/wiki/Ivy (band)
Lester Young,2062,2999,385,['bebopgenre'],http://en.wikipedia.org/wiki/Lester Young
Russian Red,2727,55,6,"['pop', 'alternative', 'electronics']",http://en.wikipedia.org/wiki/Russian Red
The Lively Ones,868,88,10,"['rock', 'folk', 'pop']",http://en.wikipedia.org/wiki/The Lively Ones
Adept,21463,11,1,['posthardcore'],http://en.wikipedia.org/wiki/Adept (band)
Pleasure P,180,90,31,"['soul', 'rnb', 'rap']",http://en.wikipedia.org/wiki/Pleasure P
Therapy?,1872,186,17,['alternative'],http://en.wikipedia.org/wiki/Therapy%3F
The Royal Concept,584,17,4,['alternative'],http://en.wikipedia.org/wiki/The Royal Concept
Carl Philipp Emanuel Bach,5611,9567,598,"['classical', 'classicalmasterpieces', 'jazz']",
Tom McRae,92,93,16,"['alternative', 'pop', 'rock']",http://en.wikipedia.org/wiki/Tom McRae
Elefant,493,33,8,"['pop', 'rap', 'rusrap']",
Dar Williams,58,136,12,"['folk', 'foreignbard', 'rock']",http://en.wikipedia.org/wiki/Dar Williams
Isobel Campbell,146,12,2,"['rock', 'alternative', 'ambientgenre']",http://en.wikipedia.org/wiki/Isobel Campbell
Black Strobe,9964,59,16,"['electronics', 'rock', 'dance']",http://en.wikipedia.org/wiki/Black Strobe
Ryan Adams & the Cardinals,2563,396,55,['rock'],http://en.wikipedia.org/wiki/Ryan Adams
Lydia,785,243,79,"['pop', 'folk']",http://en.wikipedia.org/wiki/Lydia (singer)
Dimitri Vegas & Like Mike,12594,137,50,['edmgenre'],http://en.wikipedia.org/wiki/Dimitri Vegas & Like Mike
Landon Pigg,115,11,4,"['pop', 'foreignbard']",http://en.wikipedia.org/wiki/Landon Pigg
Egypt Central,13427,36,11,"['rock', 'alternative']",http://en.wikipedia.org/wiki/Egypt Central
Melody’s Echo Chamber,669,23,4,"['alternative', 'estrada', 'rock']",http://en.wikipedia.org/wiki/Melody's Echo Chamber
