,Количество лайков,Количество треков,Количество альбомов,Жанры,Страница Википедии
Purity Ring,4423,49,13,['bassgenre'],http://en.wikipedia.org/wiki/Purity Ring (band)
Black Flag,10717,116,18,"['punk', 'hardcore', 'alternative']",http://en.wikipedia.org/wiki/Black Flag (band)
Chic,15673,199,45,['disco'],http://en.wikipedia.org/wiki/Chic (band)
Jamie T,1070,87,19,['foreignbard'],http://en.wikipedia.org/wiki/Jamie T
Frightened Rabbit,447,49,8,['indie'],http://en.wikipedia.org/wiki/Frightened Rabbit
Apparat,7864,49,8,['idmgenre'],http://en.wikipedia.org/wiki/Apparat (musician)
Jadakiss,3859,706,141,[],http://en.wikipedia.org/wiki/Jadakiss
Nico,3341,109,24,"['rock', 'folk', 'pop']",http://www.wikidata.org/wiki/q3876082
Joan Baez,3084,858,158,"['pop', 'folk', 'foreignbard']",http://en.wikipedia.org/wiki/Joan Baez
Robert Palmer,2118,141,19,"['pop', 'rock']",http://en.wikipedia.org/wiki/Robert Palmer (singer)
Ziggy Marley,6821,110,18,"['reggae', 'children', 'pop']",http://en.wikipedia.org/wiki/Ziggy Marley
Wilson Pickett,1497,157,24,"['rnb', 'soul', 'rock']",http://en.wikipedia.org/wiki/Wilson Pickett
Alex Clare,541568,56,12,"['dance', 'pop', 'rock']",http://en.wikipedia.org/wiki/Alex Clare
Michael Nyman,2738,445,39,"['classical', 'relax', 'modern']",http://en.wikipedia.org/wiki/Michael Nyman
Stereolab,3625,93,10,"['alternative', 'experimental', 'pop']",http://en.wikipedia.org/wiki/Stereolab
Dispatch,260,149,35,"['rock', 'alternative', 'house']",http://en.wikipedia.org/wiki/Dispatch (band)
Robert Schumann,67850,45803,2435,"['classical', 'classicalmasterpieces', 'pop']",
PSY,202487,67,8,['kpop'],http://en.wikipedia.org/wiki/Psy
"Emerson, Lake & Palmer",4267,210,22,"['rock', 'prog', 'electronics']","http://en.wikipedia.org/wiki/Emerson, Lake & Palmer"
Eva Cassidy,3646,115,19,['estrada'],http://en.wikipedia.org/wiki/Eva Cassidy
Soul Asylum,955,179,13,"['rock', 'alternative', 'pop']",http://en.wikipedia.org/wiki/Soul Asylum
Cute Is What We Aim For,345,26,2,"['rock', 'pop', 'alternative']",http://en.wikipedia.org/wiki/Cute Is What We Aim For
Inna,2283317,328,113,"['dance', 'pop', 'electronics']",http://en.wikipedia.org/wiki/Inna
Mono,7443,120,20,['postrock'],http://en.wikipedia.org/wiki/Mono (Japanese band)
Default,1133,38,4,"['rock', 'alternative']",http://en.wikipedia.org/wiki/Default (band)
MONO,7443,120,20,['postrock'],http://en.wikipedia.org/wiki/Mono (Japanese band)
Raekwon,3024,536,40,"['rap', 'rnb', 'foreignrap']",http://en.wikipedia.org/wiki/Raekwon
Hootie & the Blowfish,331,109,9,"['pop', 'country', 'rock']",http://en.wikipedia.org/wiki/Hootie & the Blowfish
Shout Out Louds,307,57,8,['indie'],http://en.wikipedia.org/wiki/Shout Out Louds
Against Me!,11877,105,23,"['punk', 'rock', 'alternative']",http://en.wikipedia.org/wiki/Against Me!
Electric Six,11496,203,18,['rock'],http://en.wikipedia.org/wiki/Electric Six
Stevie Nicks,2586,255,22,"['rock', 'pop', 'folk']",http://en.wikipedia.org/wiki/Stevie Nicks
Pusha T,32128,288,50,"['rap', 'pop', 'foreignrap']",http://en.wikipedia.org/wiki/Pusha T
Afrojack,41143,299,86,"['dance', 'house', 'pop']",http://en.wikipedia.org/wiki/Afrojack
Billy Currington,202,77,13,['country'],http://en.wikipedia.org/wiki/Billy Currington
Amon Amarth,32187,130,12,['deathmetal'],http://en.wikipedia.org/wiki/Amon Amarth
The Black Crowes,931,191,21,"['rock', 'hardrock', 'holiday']",http://en.wikipedia.org/wiki/The Black Crowes
Blue October,28287,103,17,"['rock', 'alternative', 'rap']",http://en.wikipedia.org/wiki/Blue October
"Harry Connick, Jr.",1952,334,13,['vocaljazz'],http://en.wikipedia.org/wiki/Harry Connick Jr.
Cassius,1344,155,15,"['electronics', 'rap', 'dance']",http://en.wikipedia.org/wiki/Cassius (band)
Wheatus,264,86,24,"['alternative', 'pop', 'rock']",http://en.wikipedia.org/wiki/Wheatus
Anna Nalick,186,49,5,"['pop', 'alternative', 'folk']",http://en.wikipedia.org/wiki/Anna Nalick
10 Years,6939,82,9,"['rock', 'alternative', 'holiday']",http://en.wikipedia.org/wiki/10 Years (band)
Gipsy Kings,57241,182,9,"['folk', 'latinfolk', 'pop']",http://en.wikipedia.org/wiki/Gipsy Kings
Squarepusher,2676,8,1,['electronics'],http://en.wikipedia.org/wiki/Squarepusher
Chumbawamba,1165,52,3,"['pop', 'folkrock']",http://en.wikipedia.org/wiki/Chumbawamba
Ol’ Dirty Bastard,2394,155,11,"['rap', 'foreignrap', 'house']",http://en.wikipedia.org/wiki/Ol' Dirty Bastard
She Wants Revenge,10512,41,4,['gothicmetal'],http://en.wikipedia.org/wiki/She Wants Revenge
Hawthorne Heights,1005,127,15,['posthardcore'],http://en.wikipedia.org/wiki/Hawthorne Heights
Christina Milian,383,70,14,"['dance', 'pop', 'rnb']",http://en.wikipedia.org/wiki/Christina Milian
Milky Chance,112874,76,16,['indie'],http://en.wikipedia.org/wiki/Milky Chance
August Burns Red,227694,172,23,['metalcoregenre'],http://en.wikipedia.org/wiki/August Burns Red
Mindless Self Indulgence,126056,124,14,"['alternative', 'electronics', 'rock']",http://en.wikipedia.org/wiki/Mindless Self Indulgence
The Everly Brothers,1886,1022,296,"['rock', 'pop', 'country']",http://en.wikipedia.org/wiki/The Everly Brothers
Radical Face,9116,93,14,['indie'],http://en.wikipedia.org/wiki/Radical Face
Labrinth,154,58,18,"['electronics', 'dance', 'newage']",
The Glitch Mob,15380,137,14,['edmgenre'],http://en.wikipedia.org/wiki/The Glitch Mob
George Strait,1212,399,50,"['country', 'holiday', 'pop']",http://en.wikipedia.org/wiki/George Strait
Camille Saint‐Saëns,29076,12966,1534,[],
Mandy Moore,629,54,5,"['pop', 'foreignbard', 'soundtrack']",http://en.wikipedia.org/wiki/Mandy Moore
Joe,378395,278,2,"['estrada', 'electronics']",http://en.wikipedia.org/wiki/Joe Dassin
Joe LaPorta,1,14,2,"['dance', 'electronics']",http://en.wikipedia.org/wiki/Joe LaPorta
Yazoo,1268,46,10,"['pop', 'dance']",http://en.wikipedia.org/wiki/Yazoo (band)
Ministry,30379,246,43,['industrial'],http://en.wikipedia.org/wiki/Ministry (band)
Blind Pilot,790,34,4,['alternative'],
The Radio Dept.,1192,21,4,"['indie', 'alternative']",http://en.wikipedia.org/wiki/The Radio Dept.
Eluvium,577,147,17,['ambientgenre'],http://en.wikipedia.org/wiki/Eluvium (musician)
Chromatics,4766,134,27,['indie'],http://en.wikipedia.org/wiki/Chromatics (band)
The Cool Kids,245,110,14,"['rap', 'foreignrap', 'dance']",http://en.wikipedia.org/wiki/The Cool Kids
Dead or Alive,1912,126,8,"['pop', 'rock', 'electronics']",http://en.wikipedia.org/wiki/Dead or Alive (band)
MxPx,1144,215,22,"['pop', 'punk', 'rock']",http://en.wikipedia.org/wiki/MxPx
"The Good, the Bad & the Queen",1561,29,5,['indie'],
The Faint,437,57,9,"['rock', 'electronics', 'indie']",http://en.wikipedia.org/wiki/The Faint
Forever the Sickest Kids,381,52,8,"['rock', 'pop', 'alternative']",http://en.wikipedia.org/wiki/Forever the Sickest Kids
Neko Case,509,138,13,['foreignbard'],http://en.wikipedia.org/wiki/Neko Case
Doris Day,12558,3995,455,['vocaljazz'],http://en.wikipedia.org/wiki/Doris Day
This Will Destroy You,32293,60,15,['postrock'],http://en.wikipedia.org/wiki/This Will Destroy You
Aesop Rock,2161,167,20,"['rap', 'films', 'dnb']",http://en.wikipedia.org/wiki/Aesop Rock
The Gaslight Anthem,1357,41,3,"['rock', 'alternative']",http://en.wikipedia.org/wiki/The Gaslight Anthem
LeAnn Rimes,27234,268,44,"['dance', 'pop', 'country']",http://en.wikipedia.org/wiki/LeAnn Rimes
Apollo 440,3393,72,1,['breakbeatgenre'],http://en.wikipedia.org/wiki/Apollo 440
Vitalic,3793,51,7,"['electronics', 'techno', 'dance']",http://en.wikipedia.org/wiki/Vitalic
Kodaline,53252,60,0,"['indie', 'techno']",http://en.wikipedia.org/wiki/Kodaline
Benjamin Francis Leftwich,846,87,22,['foreignbard'],http://en.wikipedia.org/wiki/Benjamin Francis Leftwich
Bobby McFerrin,35399,175,13,['vocaljazz'],http://en.wikipedia.org/wiki/Bobby McFerrin
Bobby Womack,1933,318,46,"['rnb', 'pop', 'soul']",http://en.wikipedia.org/wiki/Bobby Womack
!!!,432,14,5,['alternative'],
Gang of Four,11333,102,18,"['alternative', 'newwave', 'rock']",http://en.wikipedia.org/wiki/Gang of Four (band)
Gentleman,0,0,0,[],
Cary Brothers,565,50,12,['foreignbard'],
Blood Red Shoes,5302,52,10,"['rock', 'alternative', 'electronics']",http://en.wikipedia.org/wiki/Blood Red Shoes
Coconut Records,273,34,3,"['pop', 'films', 'punk']",http://www.wikidata.org/wiki/q1105438
